cmd_id,date,jour,ca,nart,qte,pays,client_id
556977,2011-06-16 10:42,jeudi,52.8,4,96,Royaume-Uni,17446
557007,2011-06-16 11:30,jeudi,1137.99,61,424,Espagne,12484
557027,2011-06-16 13:24,jeudi,318.65,15,77,Pologne,12816
557033,2011-06-16 13:48,jeudi,189.5,10,82,Royaume-Uni,13826
557067,2011-06-16 15:12,jeudi,1221.55,34,768,Royaume-Uni,13098
557136,2011-06-17 09:23,vendredi,626.13,33,356,Irlande,14911
557232,2011-06-17 14:28,vendredi,337.84,23,220,Belgique,12463
557260,2011-06-19 10:39,dimanche,345.5,22,202,Royaume-Uni,17932
557270,2011-06-19 11:36,dimanche,111.68,12,32,Royaume-Uni,14162
557297,2011-06-19 13:54,dimanche,239.35,14,145,Espagne,12421
557303,2011-06-19 14:36,dimanche,101.88,6,64,Espagne,12450
557314,2011-06-19 15:59,dimanche,223.74,11,131,Espagne,12541
557318,2011-06-19 16:11,dimanche,303.3,14,84,Irlande,14911
557427,2011-06-20 12:14,lundi,1125.4,29,393,Danemark,12429
557483,2011-06-20 14:17,lundi,250.5,2,51,France,12643
557489,2011-06-20 14:58,lundi,484.06,20,211,France,12490
557499,2011-06-20 15:25,lundi,185.78,9,78,Autre,16320
557525,2011-06-21 09:26,mardi,637.72,39,353,Pays-Bas,12759
557526,2011-06-21 09:30,mardi,91.8,3,52,Royaume-Uni,14397
557527,2011-06-21 09:44,mardi,712.3,9,402,Royaume-Uni,13941
557569,2011-06-21 10:46,mardi,427.76,24,272,Allemagne,12474
557571,2011-06-21 10:53,mardi,2221.84,13,2668,Royaume-Uni,12830
557605,2011-06-21 12:06,mardi,147.4,3,49,Irlande,14911
557627,2011-06-21 14:30,mardi,257.3,12,351,France,12583
557668,2011-06-22 09:02,mercredi,30.0,1,24,Autre,17828
557669,2011-06-22 09:43,mercredi,390.06,20,272,France,12674
557742,2011-06-22 11:46,mercredi,526.16,19,309,Irlande,14911
557759,2011-06-22 13:52,mercredi,493.04,28,281,Irlande,14156
557793,2011-06-22 17:30,mercredi,246.23,33,165,Royaume-Uni,14998
557803,2011-06-23 10:20,jeudi,329.56,13,157,Finlande,12704
557855,2011-06-23 11:46,jeudi,127.19,20,69,Royaume-Uni,16806
557872,2011-06-23 12:42,jeudi,370.85,19,187,Irlande,14911
557878,2011-06-23 13:13,jeudi,1110.68,103,687,Royaume-Uni,16940
557880,2011-06-23 13:16,jeudi,1.45,1,1,Irlande,14911
557885,2011-06-23 13:37,jeudi,440.94,26,294,Belgique,12465
557900,2011-06-23 14:36,jeudi,617.7,22,323,Royaume-Uni,13098
557940,2011-06-23 15:48,jeudi,179.0,1,100,Royaume-Uni,18017
557957,2011-06-23 19:20,jeudi,551.72,50,253,Royaume-Uni,13969
557972,2011-06-24 10:16,vendredi,185.64,9,73,Allemagne,12500
558035,2011-06-24 12:30,vendredi,307.5,18,64,Royaume-Uni,15258
558041,2011-06-24 13:20,vendredi,417.36,18,175,Australie,12422
558045,2011-06-24 13:35,vendredi,634.74,31,413,France,12615
558067,2011-06-24 15:51,vendredi,930.71,37,571,Irlande,14156
558069,2011-06-24 15:51,vendredi,69.6,4,48,Irlande,14156
558089,2011-06-26 12:36,dimanche,667.03,27,408,Suisse,13505
558108,2011-06-26 15:35,dimanche,95.2,5,49,Espagne,12548
558109,2011-06-26 15:36,dimanche,44.25,1,15,Allemagne,12474
558113,2011-06-27 08:48,lundi,616.17,34,314,Irlande,14911
558114,2011-06-27 08:49,lundi,200.15,12,79,Irlande,14911
558183,2011-06-27 12:13,lundi,141.03,18,53,Royaume-Uni,15996
558200,2011-06-27 13:00,lundi,220.95,48,152,Royaume-Uni,15976
558335,2011-06-28 13:16,mardi,254.18,15,174,Royaume-Uni,17442
558417,2011-06-29 10:50,mercredi,2822.74,25,2086,Irlande,14156
558431,2011-06-29 12:15,mercredi,106.15,3,17,Irlande,14911
558442,2011-06-29 13:10,mercredi,110.92,24,29,Royaume-Uni,15537
558567,2011-06-30 14:37,jeudi,318.9,15,196,Royaume-Uni,14191
558613,2011-06-30 15:46,jeudi,756.36,30,394,Irlande,14911
558623,2011-06-30 16:52,jeudi,163.9,10,103,Belgique,12395
558626,2011-06-30 17:34,jeudi,95.28,6,47,Allemagne,12569
558628,2011-06-30 17:59,jeudi,814.74,44,583,Allemagne,12626
558631,2011-06-30 18:17,jeudi,161.89,25,67,Royaume-Uni,17921
558639,2011-07-01 08:55,vendredi,360.8,13,152,Suisse,13492
558640,2011-07-01 08:58,vendredi,138.5,8,82,Irlande,14911
558644,2011-07-01 10:16,vendredi,679.1,2,19,Irlande,14156
558647,2011-07-01 10:39,vendredi,439.74,26,212,Royaume-Uni,14868
558653,2011-07-01 10:40,vendredi,17.4,1,12,Royaume-Uni,14868
558687,2011-07-01 11:43,vendredi,298.64,16,285,France,12598
558699,2011-07-01 12:17,vendredi,153.22,10,79,France,12494
558714,2011-07-01 13:17,vendredi,128.27,13,349,Royaume-Uni,17888
558717,2011-07-01 13:22,vendredi,71.4,4,61,Allemagne,12710
558841,2011-07-04 11:59,lundi,30.0,1,1,Allemagne,12471
558881,2011-07-04 14:36,lundi,998.42,60,863,Allemagne,12705
558895,2011-07-04 15:54,lundi,389.68,1,1,Allemagne,12619
559010,2011-07-05 12:50,mardi,205.6,7,21,Irlande,14911
559011,2011-07-05 12:50,mardi,694.57,41,291,Royaume-Uni,17049
559015,2011-07-05 12:53,mardi,396.9,11,143,Royaume-Uni,13098
559036,2011-07-05 15:14,mardi,662.35,32,321,France,12637
559058,2011-07-06 09:49,mercredi,719.06,33,522,Belgique,12407
559070,2011-07-06 10:41,mercredi,110.55,7,75,Royaume-Uni,13468
559096,2011-07-06 10:52,mercredi,647.92,3,1036,Royaume-Uni,12830
559113,2011-07-06 12:08,mercredi,85.0,1,100,Royaume-Uni,13217
559125,2011-07-06 12:32,mercredi,437.38,24,211,Royaume-Uni,13985
559135,2011-07-06 13:18,mercredi,134.5,11,103,Chypre,12455
559145,2011-07-06 14:17,mercredi,2825.1,20,3242,Suede,17404
559148,2011-07-06 14:41,mercredi,96.0,2,64,Espagne,12450
559173,2011-07-07 10:03,jeudi,416.62,25,216,Espagne,12540
559187,2011-07-07 10:20,jeudi,46.75,1,11,Espagne,12507
559295,2011-07-07 12:32,jeudi,303.76,19,144,Belgique,12362
559298,2011-07-07 12:38,jeudi,739.64,22,298,Allemagne,12471
559300,2011-07-07 12:40,jeudi,208.62,12,148,Allemagne,12471
559313,2011-07-07 13:44,jeudi,225.2,8,58,Royaume-Uni,16325
559342,2011-07-07 16:59,jeudi,611.22,29,327,Royaume-Uni,14493
559346,2011-07-07 17:19,jeudi,202.16,15,140,Royaume-Uni,13486
559362,2011-07-08 08:43,vendredi,683.64,40,399,Allemagne,12635
559372,2011-07-08 10:23,vendredi,626.88,34,282,Suisse,12461
559418,2011-07-08 11:36,vendredi,579.26,36,325,France,12681
559422,2011-07-08 12:00,vendredi,284.75,16,137,France,12553
559441,2011-07-08 12:22,vendredi,329.24,14,200,France,12583
559460,2011-07-08 13:00,vendredi,300.86,16,234,Royaume-Uni,13862
559607,2011-07-11 11:39,lundi,532.48,27,241,France,12681
559654,2011-07-11 12:54,lundi,865.62,21,358,Royaume-Uni,13098
559662,2011-07-11 13:32,lundi,299.7,17,154,Royaume-Uni,16572
559665,2011-07-11 13:35,lundi,312.9,67,166,Espagne,12556
559673,2011-07-11 14:10,lundi,1212.26,42,665,Royaume-Uni,13224
559674,2011-07-11 14:16,lundi,351.7,35,247,Royaume-Uni,15856
559680,2011-07-11 14:47,lundi,421.24,24,244,Grece,12717
559684,2011-07-11 15:05,lundi,373.4,14,138,Royaume-Uni,14367
559704,2011-07-12 09:54,mardi,471.43,31,266,France,12669
559707,2011-07-12 10:04,mardi,484.86,12,100,Autriche,12358
559710,2011-07-12 10:25,mardi,191.6,11,125,Allemagne,12474
559790,2011-07-12 12:19,mardi,326.4,2,128,Royaume-Uni,14548
559834,2011-07-13 10:02,mercredi,239.2,16,148,Pologne,12576
559883,2011-07-13 11:34,mercredi,56.18,4,82,Royaume-Uni,14397
559888,2011-07-13 11:47,mercredi,311.92,11,200,Royaume-Uni,16450
559889,2011-07-13 11:48,mercredi,915.46,10,667,France,12678
559899,2011-07-13 12:24,mercredi,281.71,12,94,Allemagne,12528
559907,2011-07-13 13:37,mercredi,936.48,40,625,Portugal,12766
559928,2011-07-14 08:52,jeudi,1710.39,54,857,Finlande,12405
559986,2011-07-14 11:47,jeudi,98.45,6,55,Royaume-Uni,15256
559987,2011-07-14 12:12,jeudi,688.0,15,781,Allemagne,12619
560033,2011-07-14 13:28,jeudi,902.09,35,429,Australie,12388
560036,2011-07-14 13:51,jeudi,1147.1,47,688,Irlande,14911
560041,2011-07-14 14:46,jeudi,654.97,28,178,Irlande,14156
560048,2011-07-14 15:02,jeudi,132.16,9,127,Royaume-Uni,13515
560104,2011-07-14 18:56,jeudi,159.3,35,87,Royaume-Uni,17921
560230,2011-07-17 10:53,dimanche,345.23,9,107,Allemagne,12600
560251,2011-07-17 12:32,dimanche,394.88,60,219,Royaume-Uni,17774
560252,2011-07-17 12:35,dimanche,115.87,9,61,Royaume-Uni,13468
560272,2011-07-17 14:56,dimanche,150.1,6,47,France,12691
560273,2011-07-17 14:59,dimanche,372.3,22,210,Royaume-Uni,14895
560274,2011-07-17 15:00,dimanche,91.73,7,65,Royaume-Uni,14895
560275,2011-07-17 15:08,dimanche,15.0,1,4,Royaume-Uni,14895
560300,2011-07-18 10:29,lundi,800.46,67,1202,Irlande,14911
560302,2011-07-18 10:43,lundi,47.7,1,6,Royaume-Uni,14397
560360,2011-07-18 11:55,lundi,3949.32,75,2160,Autre,12744
560445,2011-07-19 09:08,mardi,11134.34,60,5726,Irlande,14156
560446,2011-07-19 09:10,mardi,532.32,3,496,Irlande,14156
560451,2011-07-19 09:50,mardi,1527.0,68,762,Irlande,14911
560454,2011-07-19 10:06,mardi,224.3,14,84,Royaume-Uni,12947
560534,2011-07-19 12:10,mardi,390.98,25,257,Irlande,14911
560544,2011-07-19 12:37,mardi,60.65,4,25,Allemagne,12569
560545,2011-07-19 12:38,mardi,105.6,6,57,Allemagne,12569
560590,2011-07-19 15:55,mardi,1292.31,76,812,Allemagne,12560
560607,2011-07-20 10:15,mercredi,301.52,4,59,Espagne,12510
560635,2011-07-20 10:51,mercredi,599.68,38,309,Allemagne,12521
560641,2011-07-20 11:00,mercredi,111.96,2,36,Royaume-Uni,15587
560728,2011-07-20 14:38,mercredi,348.29,19,154,Allemagne,12520
560781,2011-07-21 09:43,jeudi,353.02,8,155,Royaume-Uni,13969
560829,2011-07-21 12:00,jeudi,283.12,15,184,Royaume-Uni,17694
560854,2011-07-21 12:46,jeudi,473.1,16,300,Royaume-Uni,13098
560875,2011-07-21 15:12,jeudi,606.46,29,294,Royaume-Uni,13562
560876,2011-07-21 15:14,jeudi,1159.06,36,522,Allemagne,12626
560891,2011-07-21 17:02,jeudi,254.38,19,262,Royaume-Uni,15106
560894,2011-07-21 17:09,jeudi,751.75,19,269,Irlande,14911
560901,2011-07-21 17:39,jeudi,746.57,32,304,Allemagne,12476
560916,2011-07-21 18:19,jeudi,325.64,10,229,Irlande,14911
560922,2011-07-21 19:34,jeudi,260.9,12,147,Irlande,14911
560991,2011-07-22 13:29,vendredi,890.07,49,586,Norvege,12438
560997,2011-07-22 13:59,vendredi,768.02,40,426,Allemagne,12627
561009,2011-07-22 16:03,vendredi,489.6,15,484,Royaume-Uni,15856
561027,2011-07-24 10:54,dimanche,1468.36,12,778,Royaume-Uni,13802
561029,2011-07-24 11:25,dimanche,412.93,24,236,France,12490
561047,2011-07-24 12:46,dimanche,194.48,9,1368,Royaume-Uni,16948
561067,2011-07-24 14:26,dimanche,99.96,3,84,Royaume-Uni,14397
561077,2011-07-24 15:53,dimanche,868.49,52,399,Royaume-Uni,17649
561085,2011-07-25 09:26,lundi,929.53,50,551,Royaume-Uni,14367
561093,2011-07-25 10:01,lundi,1358.39,47,649,Espagne,12540
561094,2011-07-25 10:04,lundi,513.64,33,410,Allemagne,12474
561095,2011-07-25 10:19,lundi,449.73,15,181,Royaume-Uni,17040
561116,2011-07-25 12:22,lundi,856.0,12,411,Suisse,13520
561120,2011-07-25 12:50,lundi,187.2,9,90,Royaume-Uni,15835
561194,2011-07-25 13:54,lundi,617.54,31,332,Allemagne,13814
561257,2011-07-26 12:00,mardi,396.77,7,252,Irlande,14911
561332,2011-07-26 14:25,mardi,593.74,22,142,Suisse,13492
561388,2011-07-27 09:32,mercredi,3680.4,37,2208,Japon,12753
561398,2011-07-27 10:52,mercredi,618.5,29,502,Royaume-Uni,16767
561470,2011-07-27 13:14,mercredi,204.75,13,148,France,12523
561471,2011-07-27 13:14,mercredi,660.26,20,602,Irlande,14911
561472,2011-07-27 13:15,mercredi,104.25,4,55,Irlande,14911
561507,2011-07-27 14:21,mercredi,1214.81,70,704,Belgique,12397
561528,2011-07-28 08:55,jeudi,498.04,17,259,Royaume-Uni,13098
561601,2011-07-28 11:35,jeudi,340.8,21,244,Royaume-Uni,18151
561624,2011-07-28 13:54,jeudi,81.6,5,352,Royaume-Uni,16969
561631,2011-07-28 14:27,jeudi,624.22,29,363,Irlande,14911
561645,2011-07-28 15:16,jeudi,4345.1,31,2270,Irlande,14911
561662,2011-07-28 16:28,jeudi,192.34,4,296,Belgique,12407
561669,2011-07-28 17:09,jeudi,811.9,7,664,Espagne,12507
561671,2011-07-28 17:17,jeudi,1746.72,10,2064,Royaume-Uni,12830
561672,2011-07-28 17:18,jeudi,587.52,1,576,Royaume-Uni,12830
561676,2011-07-28 17:53,jeudi,106.8,5,52,Royaume-Uni,13468
561697,2011-07-29 10:06,vendredi,139.6,8,28,Royaume-Uni,18127
561698,2011-07-29 10:21,vendredi,492.28,19,226,Royaume-Uni,15974
561798,2011-07-29 13:39,vendredi,728.94,25,286,Irlande,14911
561804,2011-07-29 14:40,vendredi,417.94,23,308,Royaume-Uni,14191
561864,2011-07-31 10:43,dimanche,396.96,2,144,Royaume-Uni,13217
561866,2011-07-31 10:48,dimanche,115.08,3,54,Royaume-Uni,14341
561870,2011-07-31 11:45,dimanche,1056.11,80,1410,Irlande,14911
561898,2011-07-31 15:25,dimanche,1325.23,45,628,Suisse,12456
561901,2011-07-31 15:42,dimanche,13464.26,19,5246,Irlande,14156
561902,2011-07-31 15:50,dimanche,3633.58,24,2567,Suede,17404
561905,2011-08-01 09:31,lundi,178.5,10,118,Royaume-Uni,14947
561914,2011-08-01 11:13,lundi,182.66,14,134,Royaume-Uni,17676
562014,2011-08-01 14:05,lundi,321.29,18,237,Royaume-Uni,14341
562032,2011-08-02 08:48,mardi,584.91,22,277,Autre,12347
562034,2011-08-02 09:14,mardi,777.95,39,267,Belgique,12449
562035,2011-08-02 09:29,mardi,438.16,28,264,Allemagne,12627
562038,2011-08-02 09:35,mardi,219.2,14,137,Allemagne,12633
562039,2011-08-02 09:55,mardi,85.8,5,52,France,12593
562042,2011-08-02 10:19,mardi,919.61,22,485,Royaume-Uni,13075
562045,2011-08-02 10:33,mardi,477.91,31,325,Allemagne,12644
562046,2011-08-02 10:34,mardi,4008.62,219,2529,Suisse,12378
562107,2011-08-02 15:29,mardi,500.24,6,728,Royaume-Uni,13805
562163,2011-08-03 12:06,mercredi,308.43,19,245,Royaume-Uni,15628
562207,2011-08-03 12:56,mercredi,1202.22,8,699,France,12643
562210,2011-08-03 13:10,mercredi,617.45,37,389,Royaume-Uni,13486
562274,2011-08-04 10:00,jeudi,360.81,17,145,Finlande,12704
562282,2011-08-04 10:38,jeudi,2022.6,35,1320,Royaume-Uni,13098
562285,2011-08-04 10:45,jeudi,612.0,2,960,Suede,17404
562287,2011-08-04 11:07,jeudi,78.56,5,33,Chypre,12455
562340,2011-08-04 12:05,jeudi,407.38,26,210,Royaume-Uni,13985
562370,2011-08-04 14:20,jeudi,1062.84,44,556,Allemagne,12626
562374,2011-08-04 14:40,jeudi,4345.1,31,2270,Irlande,14911
562416,2011-08-04 16:31,jeudi,301.93,10,64,Royaume-Uni,13969
562418,2011-08-04 16:34,jeudi,367.32,19,176,Royaume-Uni,16572
562442,2011-08-04 18:31,jeudi,98.16,4,64,Royaume-Uni,14397
562445,2011-08-04 18:51,jeudi,355.56,21,190,Belgique,12417
562533,2011-08-05 14:36,vendredi,16.5,1,10,Royaume-Uni,17676
562537,2011-08-05 15:02,vendredi,771.75,50,421,Allemagne,12517
562560,2011-08-05 17:12,vendredi,1572.73,147,744,Irlande,14156
562564,2011-08-07 10:43,dimanche,234.35,17,133,Royaume-Uni,15058
562589,2011-08-07 15:16,dimanche,107.64,5,64,Royaume-Uni,15198
562602,2011-08-08 10:11,lundi,981.38,58,550,Autriche,12865
562605,2011-08-08 10:59,lundi,416.65,19,273,Allemagne,12530
562650,2011-08-08 13:12,lundi,80.0,1,2,Suede,17404
562670,2011-08-08 13:42,lundi,829.96,58,603,Irlande,14911
562721,2011-08-08 16:31,lundi,242.84,10,208,Royaume-Uni,15985
562729,2011-08-09 10:05,mardi,102.98,5,35,Allemagne,12569
562812,2011-08-09 15:32,mardi,52.02,1,18,Royaume-Uni,13217
562853,2011-08-10 10:15,mercredi,213.15,16,338,Danemark,13919
562882,2011-08-10 11:23,mercredi,292.69,14,62,Suisse,12384
562886,2011-08-10 11:41,mercredi,120.71,5,127,Royaume-Uni,17994
562890,2011-08-10 12:11,mercredi,355.45,20,272,Royaume-Uni,14191
562891,2011-08-10 12:18,mercredi,107.1,6,58,Royaume-Uni,13468
562893,2011-08-10 12:25,mercredi,521.44,31,307,Royaume-Uni,17442
562894,2011-08-10 12:35,mercredi,248.35,14,197,France,12571
562920,2011-08-10 14:13,mercredi,40.6,2,22,Royaume-Uni,14495
562922,2011-08-10 14:26,mercredi,721.95,22,521,Italie,12594
562935,2011-08-10 17:11,mercredi,1253.05,21,391,Irlande,14156
562944,2011-08-11 09:34,jeudi,371.3,21,189,Royaume-Uni,13985
562960,2011-08-11 10:22,jeudi,438.4,27,315,Irlande,14911
562973,2011-08-11 11:42,jeudi,1234.0,9,872,Irlande,14911
563023,2011-08-11 13:39,jeudi,534.34,30,210,Royaume-Uni,14639
563024,2011-08-11 13:41,jeudi,219.76,15,68,Royaume-Uni,14639
563036,2011-08-11 14:55,jeudi,400.6,21,234,Royaume-Uni,14868
563037,2011-08-11 15:02,jeudi,469.25,30,340,Belgique,12362
563071,2011-08-11 15:43,jeudi,332.89,20,163,Royaume-Uni,17633
563098,2011-08-12 09:14,vendredi,1396.66,41,554,Irlande,14911
563150,2011-08-12 11:41,vendredi,306.33,11,281,Royaume-Uni,15192
563169,2011-08-12 12:42,vendredi,768.97,35,491,Irlande,14911
563172,2011-08-12 13:15,vendredi,209.62,12,175,Belgique,12399
563184,2011-08-12 14:50,vendredi,153.64,24,66,Royaume-Uni,17516
563211,2011-08-14 12:33,dimanche,330.28,21,176,Royaume-Uni,17049
563217,2011-08-14 13:21,dimanche,188.4,13,166,Royaume-Uni,13515
563227,2011-08-14 15:33,dimanche,640.14,13,606,Royaume-Uni,14301
563230,2011-08-14 15:39,dimanche,334.85,43,162,Royaume-Uni,15376
563236,2011-08-15 09:45,lundi,11.9,1,2,Royaume-Uni,17252
563238,2011-08-15 09:59,lundi,630.42,14,342,Royaume-Uni,15093
563239,2011-08-15 10:02,lundi,68.08,20,51,Royaume-Uni,15048
563241,2011-08-15 10:22,lundi,1221.4,41,1026,Portugal,12758
563261,2011-08-15 12:38,lundi,91.32,2,84,Royaume-Uni,16836
563288,2011-08-15 12:53,lundi,1161.07,37,607,France,12656
563333,2011-08-15 13:09,lundi,111.56,14,27,Royaume-Uni,15996
563345,2011-08-15 13:22,lundi,378.12,11,462,Allemagne,12619
563353,2011-08-15 14:32,lundi,905.5,45,303,Autre,15480
563355,2011-08-15 14:39,lundi,467.42,31,580,Irlande,14156
563373,2011-08-16 10:02,mardi,115.3,5,22,Allemagne,12569
563477,2011-08-16 15:39,mardi,170.39,40,75,Espagne,17097
563482,2011-08-16 15:54,mardi,29.85,6,7,Espagne,17097
563500,2011-08-16 17:25,mardi,423.84,33,416,Royaume-Uni,15856
563501,2011-08-16 17:27,mardi,20.3,3,14,Royaume-Uni,15856
563518,2011-08-17 10:56,mercredi,231.76,11,158,Espagne,12421
563540,2011-08-17 12:04,mercredi,514.06,30,321,Allemagne,12473
563548,2011-08-17 12:30,mercredi,234.0,9,51,Allemagne,12528
563557,2011-08-17 13:33,mercredi,3160.84,166,2310,Royaume-Uni,15786
563558,2011-08-17 13:40,mercredi,1544.01,48,579,Irlande,14156
563559,2011-08-17 13:45,mercredi,34.68,1,12,Irlande,14156
563613,2011-08-18 08:49,jeudi,4873.81,171,3028,Autre,12688
563662,2011-08-18 11:40,jeudi,453.01,26,233,France,12729
563685,2011-08-18 12:26,jeudi,131.85,7,38,Irlande,14911
563686,2011-08-18 12:30,jeudi,637.6,18,426,Royaume-Uni,13098
563688,2011-08-18 12:41,jeudi,567.62,34,573,Royaume-Uni,16767
563709,2011-08-18 15:17,jeudi,371.56,76,251,Royaume-Uni,15472
563712,2011-08-18 15:44,jeudi,311.78,20,230,France,12680
563737,2011-08-18 18:51,jeudi,163.42,20,58,Royaume-Uni,16261
563749,2011-08-19 10:10,vendredi,534.7,30,240,Autriche,12360
563756,2011-08-19 11:08,vendredi,668.58,34,407,Suisse,12418
563776,2011-08-19 11:23,vendredi,275.37,9,101,Allemagne,12600
563808,2011-08-19 11:46,vendredi,463.26,23,216,Allemagne,12626
563848,2011-08-19 14:57,vendredi,989.49,49,644,Irlande,14911
563852,2011-08-19 15:18,vendredi,165.95,7,35,Belgique,12395
563853,2011-08-19 15:22,vendredi,144.0,1,8,Allemagne,12560
563897,2011-08-21 10:44,dimanche,128.55,8,34,France,12523
563901,2011-08-21 11:05,dimanche,13.25,2,3,Espagne,17097
563913,2011-08-21 13:11,dimanche,458.9,16,148,Irlande,14911
563914,2011-08-21 13:18,dimanche,324.83,18,187,Allemagne,12518
563926,2011-08-21 14:42,dimanche,400.22,22,236,France,12553
563931,2011-08-21 15:49,dimanche,833.32,40,292,Royaume-Uni,14895
563932,2011-08-21 15:50,dimanche,39.6,1,8,Royaume-Uni,14895
563936,2011-08-22 09:03,lundi,213.5,10,79,Autre,17828
563950,2011-08-22 10:39,lundi,1127.02,21,391,Allemagne,12471
563982,2011-08-22 11:17,lundi,174.96,5,104,Royaume-Uni,14397
564039,2011-08-22 12:40,lundi,511.96,23,350,Allemagne,12645
564058,2011-08-22 14:23,lundi,230.98,11,166,Royaume-Uni,17676
564079,2011-08-22 15:55,lundi,630.39,35,322,Allemagne,12627
564082,2011-08-23 08:51,mardi,72.0,1,4,Allemagne,12627
564085,2011-08-23 09:17,mardi,50.0,1,1,Irlande,14911
564159,2011-08-23 12:43,mardi,96.3,5,54,France,12593
564174,2011-08-23 14:25,mardi,379.27,19,205,Royaume-Uni,14191
564181,2011-08-23 14:53,mardi,327.93,21,234,Royaume-Uni,13862
564201,2011-08-24 08:09,mercredi,509.34,18,317,Espagne,12540
564226,2011-08-24 10:13,mercredi,184.26,10,107,France,12523
564231,2011-08-24 10:22,mercredi,121.37,7,43,Royaume-Uni,13468
564309,2011-08-24 12:39,mercredi,83.58,5,70,Allemagne,12471
564314,2011-08-24 12:58,mercredi,244.65,13,139,France,12695
564316,2011-08-24 13:11,mercredi,391.68,23,212,Royaume-Uni,13985
564317,2011-08-24 13:12,mercredi,310.76,19,178,Royaume-Uni,13890
564329,2011-08-24 13:55,mercredi,96.75,4,31,Allemagne,12569
564337,2011-08-24 14:40,mercredi,233.21,13,376,Allemagne,12649
564338,2011-08-24 14:41,mercredi,15.3,1,6,Allemagne,12649
564356,2011-08-24 15:47,mercredi,706.22,92,426,Royaume-Uni,13969
564360,2011-08-24 16:13,mercredi,530.22,23,395,Allemagne,12471
564378,2011-08-25 10:26,jeudi,562.69,35,344,Belgique,12417
564471,2011-08-25 12:26,jeudi,243.1,11,171,France,12583
564475,2011-08-25 12:50,jeudi,378.0,5,289,Allemagne,12500
564483,2011-08-25 13:46,jeudi,485.98,37,447,Royaume-Uni,14050
564531,2011-08-25 15:04,jeudi,341.19,19,147,France,12624
564539,2011-08-25 15:22,jeudi,353.86,21,197,Suede,12715
564558,2011-08-26 08:59,vendredi,410.55,20,163,Finlande,12704
564565,2011-08-26 10:50,vendredi,812.02,41,572,Irlande,14911
564654,2011-08-26 14:29,vendredi,640.14,29,277,Irlande,14911
564670,2011-08-26 15:44,vendredi,1130.95,48,694,France,12683
564719,2011-08-28 11:55,dimanche,162.29,49,232,Royaume-Uni,15325
564734,2011-08-28 13:32,dimanche,1246.49,122,800,Espagne,12484
564735,2011-08-28 13:35,dimanche,627.64,50,632,Royaume-Uni,15856
564737,2011-08-28 14:00,dimanche,186.9,9,70,Royaume-Uni,15312
564745,2011-08-28 15:27,dimanche,259.93,46,110,Royaume-Uni,16806
564746,2011-08-28 15:58,dimanche,315.72,13,112,Royaume-Uni,17633
564853,2011-08-31 08:55,mercredi,198.98,12,149,Belgique,12423
564856,2011-08-31 09:11,mercredi,4257.06,90,1151,Allemagne,12477
564858,2011-08-31 09:44,mercredi,140.0,1,5,Espagne,12484
564862,2011-08-31 10:24,mercredi,145.0,1,1,France,12678
564897,2011-08-31 11:22,mercredi,1330.44,10,820,France,12678
564912,2011-08-31 12:33,mercredi,424.06,19,201,France,12490
564975,2011-08-31 15:35,mercredi,138.4,16,50,Espagne,17097
565067,2011-08-31 17:16,mercredi,511.46,71,429,Royaume-Uni,15856
565213,2011-09-01 17:19,jeudi,2242.32,8,1776,Irlande,14911
565214,2011-09-01 17:20,jeudi,1638.24,13,408,Irlande,14911
565218,2011-09-01 17:45,jeudi,975.54,37,485,Autre,12739
565261,2011-09-02 10:53,vendredi,465.68,26,314,Allemagne,12474
565287,2011-09-02 11:42,vendredi,309.45,14,163,Suede,12483
565289,2011-09-02 11:43,vendredi,749.13,26,163,Irlande,14911
565295,2011-09-02 12:01,vendredi,317.0,20,227,Portugal,12794
565316,2011-09-02 12:52,vendredi,311.85,16,197,Royaume-Uni,15628
565321,2011-09-02 13:14,vendredi,269.58,9,100,France,12437
565322,2011-09-02 13:15,vendredi,65.1,5,54,France,12437
565398,2011-09-02 16:50,vendredi,855.28,18,487,Royaume-Uni,15856
565412,2011-09-04 11:36,dimanche,629.04,6,1272,Irlande,14156
565416,2011-09-04 12:00,dimanche,358.66,29,404,Allemagne,12710
565423,2011-09-04 12:23,dimanche,91.86,6,39,Allemagne,12569
565426,2011-09-04 12:41,dimanche,135.18,50,109,Royaume-Uni,12851
565427,2011-09-04 12:49,dimanche,235.54,30,81,Royaume-Uni,17774
565442,2011-09-04 14:09,dimanche,819.26,37,559,Allemagne,12627
565444,2011-09-04 14:36,dimanche,128.9,16,34,Royaume-Uni,17894
565466,2011-09-05 09:48,lundi,147.7,8,82,Australie,12422
565470,2011-09-05 10:06,lundi,275.7,16,202,Pologne,12576
565474,2011-09-05 10:34,lundi,50.0,1,1,Irlande,14156
565475,2011-09-05 10:47,lundi,7480.06,51,5034,Irlande,14156
565476,2011-09-05 10:48,lundi,958.8,4,456,Irlande,14156
565583,2011-09-05 12:41,lundi,253.55,14,51,Pologne,12816
565587,2011-09-05 13:38,lundi,537.3,7,148,France,12727
565596,2011-09-05 14:27,lundi,301.32,25,203,Royaume-Uni,16444
565618,2011-09-05 15:40,lundi,347.88,25,338,Royaume-Uni,15974
565643,2011-09-05 15:56,lundi,356.75,8,207,Royaume-Uni,13468
565665,2011-09-05 17:44,lundi,488.21,26,285,Royaume-Uni,15856
565684,2011-09-06 10:46,mardi,189.6,12,144,Royaume-Uni,16455
