vente_id,date,prix,rue,arrondissement,surface,pieces,longitude,latitude,prix_m2
2024-1193299,2024-01-05,190230.0,RUE DES MARTYRS,18,13.0,1,2.34009,48.88315,14633.08
2024-1193310,2024-01-05,415000.0,RUE SAINT BLAISE,20,30.0,2,2.40454,48.85973,13833.33
2024-1193324,2024-01-05,1022600.0,RUE AMBROISE THOMAS,9,83.0,3,2.34757,48.87481,12320.48
2024-1193347,2024-01-05,165000.0,RUE GAUTHEY,17,24.0,1,2.32095,48.89265,6875.0
2024-1193368,2024-01-05,252000.0,RUE RIQUET,19,34.0,1,2.37671,48.88861,7411.76
2024-1193371,2024-01-05,731000.0,RUE ANDRE DEL SARTE,18,43.0,4,2.34609,48.88549,17000.0
2024-1193407,2024-01-05,320000.0,AV JEAN JAURES,19,48.0,3,2.378,48.8845,6666.67
2024-1193411,2024-01-05,416000.0,AV PARMENTIER,10,36.0,2,2.37017,48.87206,11555.56
2024-1193418,2024-01-05,465000.0,RUE DU HUIT MAI 1945,10,56.0,3,2.35722,48.87652,8303.57
2024-1193423,2024-01-05,285500.0,AV DE VERDUN,10,38.0,2,2.36293,48.87642,7513.16
2024-1193515,2024-01-05,210000.0,RUE DE SUEZ,18,30.0,2,2.35159,48.88713,7000.0
2024-1193521,2024-01-05,275000.0,RUE COMPANS,19,33.0,1,2.39018,48.87927,8333.33
2024-1193527,2024-01-05,215000.0,RUE DUHESME,18,40.0,2,2.3384,48.89102,5375.0
2024-1193543,2024-01-05,700000.0,BD MORLAND,4,55.0,2,2.36482,48.8477,12727.27
2024-1193581,2024-01-05,1896800.0,RUE DE PROVENCE,9,103.0,4,2.33603,48.8744,18415.53
2024-1193585,2024-01-05,225200.0,RUE SAINT BLAISE,20,35.0,2,2.40926,48.85718,6434.29
2024-1193620,2024-01-05,645000.0,RUE DE CHAZELLES,17,40.0,2,2.30368,48.87979,16125.0
2024-1193646,2024-01-05,728200.0,RUE DU ROCHER,8,64.0,4,2.32286,48.87614,11378.12
2024-1193659,2024-01-05,315000.0,AV GAMBETTA,20,96.0,4,2.39615,48.86527,3281.25
2024-1193666,2024-01-05,575900.0,RUE ETIENNE DOLET,20,55.0,3,2.38314,48.86761,10470.91
2024-1193675,2024-01-05,490000.0,RUE DE LA CR DES NOUES,20,63.0,3,2.40255,48.86433,7777.78
2024-1193676,2024-01-05,340000.0,RUE LAMARCK,18,39.0,2,2.33249,48.89063,8717.95
2024-1193726,2024-01-05,573000.0,RUE DE BELLEVILLE,20,60.0,3,2.3919,48.87522,9550.0
2024-1193752,2024-01-05,195000.0,RUE DE MOUZAIA,19,16.0,1,2.3906,48.87991,12187.5
2024-1193759,2024-01-05,305000.0,RUE EUGENE CARRIERE,18,34.0,1,2.33266,48.89316,8970.59
2024-1193788,2024-01-05,66000.0,RUE DUHESME,18,12.0,1,2.33731,48.89032,5500.0
2024-1193849,2024-01-05,360000.0,PAS GAMBETTA,20,49.0,2,2.40172,48.87292,7346.94
2024-1193954,2024-01-05,130000.0,RUE JULIETTE LAMBER,17,59.0,3,2.30489,48.88896,2203.39
2024-1210536,2024-01-05,1265000.0,AV DE SUFFREN,7,109.0,5,2.30729,48.84764,11605.5
2024-1210537,2024-01-05,135000.0,RUE D ALLERAY,15,11.0,1,2.30055,48.83849,12272.73
2024-1210548,2024-01-05,300000.0,RUE DE BERCY,12,42.0,3,2.37066,48.84498,7142.86
2024-1210549,2024-01-05,1960525.2,AV DE MALAKOFF,16,203.0,5,2.28361,48.87463,9657.76
2024-1210557,2024-01-05,272500.0,RUE MARBEAU,16,27.0,1,2.28105,48.87385,10092.59
2024-1210558,2024-01-05,311726.88,RUE EBELMEN,12,32.0,2,2.38742,48.84362,9741.46
2024-1210559,2024-01-05,460000.0,RUE BOILEAU,16,40.0,2,2.26227,48.84104,11500.0
2024-1210562,2024-01-05,502000.0,RUE GANDON,13,60.0,4,2.36152,48.82083,8366.67
2024-1210563,2024-01-05,472000.0,BD DE L HOPITAL,5,38.0,3,2.36355,48.84297,12421.05
2024-1210568,2024-01-05,480000.0,RUE D ALESIA,14,62.0,2,2.32152,48.82927,7741.94
2024-1210597,2024-01-05,300000.0,RUE POLIVEAU,5,23.0,2,2.3603,48.84006,13043.48
2024-1210608,2024-01-05,162000.0,RUE D ALLERAY,15,21.0,2,2.30055,48.83849,7714.29
2024-1210620,2024-01-05,699000.0,RUE POLIVEAU,5,28.0,2,2.3603,48.84006,24964.29
2024-1210626,2024-01-05,285000.0,RUE DE PATAY,13,41.0,2,2.37641,48.82456,6951.22
2024-1210632,2024-01-05,446350.0,RUE OLIVIER DE SERRES,15,46.0,2,2.2964,48.83502,9703.26
2024-1210672,2024-01-05,485850.0,RUE OLIER,15,49.0,2,2.29095,48.83512,9915.31
2024-1210673,2024-01-05,1018000.0,AV DE TAILLEBOURG,11,100.0,4,2.39706,48.84995,10180.0
2024-1210690,2024-01-05,605000.0,RUE DE VAUGIRARD,15,54.0,3,2.29848,48.83852,11203.7
2024-1210698,2024-01-05,1210600.0,RUE DEGAS,16,105.0,4,2.27471,48.84903,11529.52
2024-1210706,2024-01-05,347250.0,RUE DE MADAGASCAR,12,35.0,2,2.39738,48.83478,9921.43
2024-1210709,2024-01-05,588684.0,RUE DE REMUSAT,16,67.0,2,2.27184,48.84748,8786.33
2024-1210711,2024-01-05,707270.0,AV DU GENERAL LECLERC,14,65.0,3,2.3251,48.82522,10881.08
2024-1210725,2024-01-05,700318.0,RUE DE LA FOLIE MERICOURT,11,56.0,2,2.36889,48.86741,12505.68
2024-1210726,2024-01-05,820000.0,RUE GABRIEL LAME,12,82.0,4,2.38535,48.8347,10000.0
2024-1210756,2024-01-05,614000.0,PL JEANNE D ARC,13,67.0,3,2.36946,48.83027,9164.18
2024-1210765,2024-01-05,145000.0,RUE DE VOUILLE,15,16.0,1,2.30802,48.83406,9062.5
2024-1210768,2024-01-05,1340000.0,RUE MOUFFETARD,5,88.0,5,2.34936,48.84273,15227.27
2024-1210803,2024-01-05,402150.0,RUE DUTOT,15,40.0,2,2.30766,48.83701,10053.75
2024-1210815,2024-01-05,440000.0,RUE SAINT MAUR,11,38.0,2,2.37887,48.86318,11578.95
2024-1210826,2024-01-05,295000.0,RUE DU BOUQUET DE LONGCHAMP,16,28.0,1,2.29075,48.86543,10535.71
2024-1210827,2024-01-05,560000.0,RUE LACRETELLE,15,60.0,3,2.2917,48.83287,9333.33
2024-1210876,2024-01-05,755373.0,PROM CLAUDE LEVI-STRAUSS,13,64.0,3,2.37413,48.83224,11802.7
2024-1210877,2024-01-05,922330.0,AV PERRICHONT,16,90.0,3,2.27242,48.84949,10248.11
2024-1210897,2024-01-05,195000.0,RUE DE MONTREUIL,11,26.0,1,2.38639,48.8502,7500.0
2024-1210939,2024-01-05,440000.0,RUE DE LA CROIX NIVERT,15,47.0,2,2.28974,48.83706,9361.7
2024-1211005,2024-01-05,380000.0,RUE VICTOR GELEZ,11,39.0,2,2.38323,48.86467,9743.59
2024-1211130,2024-01-05,235500.0,AV DE CHOISY,13,32.0,1,2.35773,48.82838,7359.38
2024-1211178,2024-01-05,320150.0,PAS DE LA FOLIE REGNAULT,11,25.0,1,2.38714,48.86064,12806.0
2024-1211347,2024-01-05,780000.0,RUE GIT-LE-COEUR,6,54.0,3,2.34241,48.85369,14444.44
2024-1193238,2024-01-08,561000.0,RUE CASTEX,4,43.0,2,2.36636,48.85272,13046.51
2024-1193243,2024-01-08,500000.0,RUE DES ROSES,18,67.0,4,2.36201,48.89306,7462.69
2024-1193252,2024-01-08,258000.0,RUE DESIRE RUGGIERI,18,16.0,1,2.3351,48.89424,16125.0
2024-1193255,2024-01-08,335000.0,RUE DE SUEZ,18,44.0,2,2.35194,48.8872,7613.64
2024-1193257,2024-01-08,175000.0,RUE DU FBG ST MARTIN,10,20.0,2,2.36665,48.88294,8750.0
2024-1193271,2024-01-08,455000.0,RUE STEPHENSON,18,66.0,4,2.3567,48.88793,6893.94
2024-1193275,2024-01-08,646500.0,RUE FESSART,19,69.0,3,2.38543,48.87616,9369.57
2024-1193288,2024-01-08,356521.75,RUE NOTRE-DAME DE NAZARETH,3,29.0,2,2.35632,48.86754,12293.85
2024-1193326,2024-01-08,322000.0,RUE ORDENER,18,37.0,2,2.33737,48.89334,8702.7
2024-1193333,2024-01-08,1115000.0,RUE DES FRANCS BOURGEOIS,4,85.0,4,2.35967,48.85774,13117.65
2024-1193363,2024-01-08,291500.0,RUE DOUDEAUVILLE,18,45.0,3,2.35236,48.88817,6477.78
2024-1193366,2024-01-08,1557000.0,BD DE COURCELLES,8,115.0,3,2.31211,48.8804,13539.13
2024-1193367,2024-01-08,453300.0,RUE DOUDEAUVILLE,18,48.0,3,2.35533,48.88828,9443.75
2024-1193379,2024-01-08,1144700.0,RUE DE SAINT-SENOCH,17,92.0,3,2.2937,48.88158,12442.39
2024-1193380,2024-01-08,371000.0,RUE D ENGHIEN,10,38.0,2,2.35208,48.8722,9763.16
2024-1193397,2024-01-08,197980.0,RUE NOTRE-DAME DE NAZARETH,3,19.0,1,2.35846,48.86768,10420.0
2024-1193413,2024-01-08,685000.0,RUE MARCADET,18,79.0,3,2.34113,48.89097,8670.89
2024-1193424,2024-01-08,516000.0,RUE DU RHIN,19,57.0,3,2.38184,48.88444,9052.63
2024-1193473,2024-01-08,2455776.0,RUE DE PRONY,17,199.0,5,2.29938,48.88397,12340.58
2024-1193512,2024-01-08,298000.0,RUE GUSTAVE ROUANET,18,41.0,3,2.34063,48.89669,7268.29
2024-1193516,2024-01-08,232692.5,RUE D ORSEL,18,21.0,1,2.34406,48.88404,11080.6
2024-1193590,2024-01-08,236750.0,BD ORNANO,18,24.0,2,2.34703,48.8942,9864.58
2024-1193614,2024-01-08,439033.0,RUE VICTOR LETALLE,20,43.0,3,2.38531,48.86673,10210.07
