vente_id,date,prix,rue,arrondissement,type_local,surface,pieces,longitude,latitude
2024-1221369,22.07.2024,"2350000,00",BD FLANDRIN,16,Dépendance,,0.0,2.27549,48.86956
2024-1205894,27/09/2024,"796200,00",RUE JEAN-BAPTISTE PIGALLE,9,APPARTEMENT,76.0,3.0,2.33282,48.87828
2024-1213509,18/03/2024,"148000,00",RUE DE REUILLY,12,Dépendance ,,0.0,2.38611,48.84876
2024-1219534,26.06.2024,"1512000,00",RUE MADAME,6,Dépendance,,0.0,2.33199,48.84732
2024-1198586,30.04.2024,"262000,00",RUE ORFILA,20,Appartement ,28.0,1.0,2.39891,48.86679
2024-1227574,12/12/2024,"190000,00",RUE PASCAL,13,APPARTEMENT,18.0,1.0,2.3484,48.83521
2024-1209120,03/12/2024,"7900000,00",RUE DES MATHURINS,8,APPARTEMENT,30.0,2.0,2.32564,48.87308
2024-1204660,27/08/2024,"424000,00",RUE DE L ECHIQUIER,10,Appartement ,44.0,2.0,2.35306,48.87115
2024-1209396,05.12.2024,"141500,00",RUE JOUFFROY D'ABBANS,17,Appartement ,14.0,1.0,2.31342,48.88703
2024-1201717,09/07/2024,"227000,00",PAS DES SAINTS SIMONIENS,20, Dépendance,,0.0,2.39804,48.87114
2024-1220000,05.07.2024,"280000,00",RUE D ALESIA,14,Appartement,29.0,0.0,2.33715,48.82696
2024-1216082,18.04.2024,"872500,00",RUE DESNOUETTES,15, Appartement,38.0,2.0,2.28676,48.83539
2024-1219202,24.06.2024,"2953668,00",BD SAINT GERMAIN,7,Appartement,116.0,2.0,2.32586,48.85662
2024-1199000,23/04/2024,"152000,00",RUE MYRHA,18,Appartement,18.0,1.0,2.35565,48.88748
2024-1224695,07.10.2024,"595000,00",RUE JONQUOY,14,Appartement ,68.0,3.0,2.31515,48.82987
2024-1207990,05/11/2024,"150000,00",RUE DE MENILMONTANT,20,Dépendance ,,0.0,2.38429,48.86758
2024-1228888,19/12/2024,"5000,00",RUE COGNACQ JAY,7,Appartement ,152.0,4.0,2.30426,48.86159
2024-1209997,16.12.2024,"280000,00",RUE DES DEUX GARES,10,Appartement ,27.0,2.0,2.35763,48.8782
2024-1210642,16.01.2024,"240000,00",RUE CLAUDE TERRASSE,16, Dépendance,,0.0,2.26071,48.83729
2024-1206676,09.10.2024,"640000,00",RUE CAVENDISH,19, Dépendance,,0.0,2.37929,48.88422
2024-1209644,02/12/2024,"240000,00 €",RUE DE LA BIDASSOA,20,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,71.0,0.0,2.39132,48.86773
2024-1210208,23/12/2024,"400000,00 €",RUE STENDHAL,20,DÉPENDANCE,,0.0,2.40221,48.8605
2024-1194510,19/01/2024,"839880,00",RUE DE MAUBEUGE,9,Appartement,14.0,1.0,2.3445,48.87788
2024-1214074,25/03/2024,"615000,00",RUE DE LA GLACIERE,13,Appartement,64.0,3.0,2.34362,48.83235
2024-1222141,23.07.2024,"295000,00 €",BD DE PORT-ROYAL,13, Appartement,28.0,2.0,2.34449,48.83721
2024-1216293,07.05.2024,"520000,00",RUE DE CHARENTON,12,Appartement ,70.0,3.0,2.37769,48.84701
2024-1220075,09/07/2024,"313333,00",RUE DE CHARONNE,11,DÉPENDANCE,,0.0,2.37444,48.85235
2024-1215503,23.04.2024,"8100000,00 €",BD LANNES,16, Appartement,134.0,2.0,2.2692,48.86328
2024-1225025,27/09/2024,"17352000,00",RUE DU BAC,7, Appartement,23.0,1.0,2.32349,48.85381
2024-1229068,30/12/2024,"859000,00",RUE LECOURBE,15,Appartement ,87.0,4.0,2.3012,48.84245
2024-1209084,10/12/2024,"805450,00 €",PL MARCEL AYME,18,Dépendance ,,0.0,2.33797,48.88773
2024-1211262,22.01.2024,"819200,00",AV LEDRU ROLLIN,11,DÉPENDANCE,,0.0,2.37683,48.85203
2024-1194900,15/02/2024,"401125,00",RUE NOBEL,18,Dépendance,,0.0,2.34127,48.89005
2024-1220545,18.07.2024,"1420000,00",SQ ST CHARLES,12, Local industriel. commercial ou assimilé,185.0,0.0,2.38992,48.84719
2024-1199534,31.05.2024,"32000000,00",RUE VIVIENNE,2, Appartement,35.0,2.0,2.33986,48.86752
2024-1196248,18/03/2024,"590000,00",RUE DE LA FELICITE,17, Appartement,75.0,4.0,2.31021,48.8872
2024-1223342,11.09.2024,"700000,00 €",RUE D ALESIA,14,Dépendance,,0.0,2.31594,48.83091
2024-1221504,25.07.2024,"2850000,00",RUE JULES CLARETIE,16,APPARTEMENT,192.0,6.0,2.27386,48.86155
2024-1220886,12/07/2024,"600000,00",RUE MATHURIN REGNIER,15,Appartement,77.0,3.0,2.30733,48.84071
2024-1211963,01.02.2024,"725810,00",QUAI ANDRE CITROEN,15, Appartement,114.0,5.0,2.27676,48.8445
2024-1214434,04/04/2024,"54000,00",RUE DE SEVRES,15,Local industriel. commercial ou assimilé,10.0,0.0,2.31261,48.84595
2024-1224532,07.10.2024,"910000,00",AV JEAN AICARD,11, Dépendance,,0.0,2.38036,48.8654
2024-1207639,31/10/2024,"460500,00",RUE LA FAYETTE,10,Appartement,54.0,2.0,2.35539,48.87919
2024-1195047,12/02/2024,"21415000,00",RUE DES ARCHIVES,4,Appartement,22.0,1.0,2.35439,48.85804
2024-1220609,12.07.2024,"631950,00",RUE DE LA CROIX NIVERT,15,Appartement ,60.0,3.0,2.29502,48.84319
2024-1194015,30/01/2024,"700000,00",RUE PAUL LELONG,2, Dépendance,,0.0,2.34214,48.86744
2024-1205443,12.09.2024,"523600,00",RUE PELLEPORT,20,APPARTEMENT,68.0,2.0,2.39753,48.87374
2024-1227268,22.11.2024,"255000,00",RUE BRANCION,15, Appartement,30.0,2.0,2.30418,48.83316
2024-1226443,29/10/2024,"28000,00",AV D IENA,16,Dépendance ,,0.0,2.29275,48.86298
2024-1208673,04.12.2024,"38500,00",RUE DES PYRENEES,20, Appartement,42.0,2.0,2.39953,48.86256
2024-1195404,27.02.2024,"479820,00",RUE DES ACACIAS,17,Local industriel. commercial ou assimilé,34.0,0.0,2.2937,48.87767
2024-1215963,03.05.2024,"200000,00",BD DE PICPUS,12, Appartement,25.0,1.0,2.39796,48.84754
2024-1217518,17/05/2024,"574350,00",AV PARMENTIER,11,Appartement,45.0,3.0,2.37283,48.86796
2024-1204991,16/09/2024,"35600000,00",RUE MEISSONIER,17, Appartement,28.0,1.0,2.30473,48.88254
2024-1227770,16/12/2024,"1200000,00",BD SAINT GERMAIN,5,Dépendance ,,0.0,2.34526,48.85112
2024-1202313,16/07/2024,"2499350,00",RUE PUVIS DE CHAVANNES,17,APPARTEMENT,126.0,4.0,2.30146,48.88582
2024-1210729,15/01/2024,"165000,00",RUE DU CHEMIN VERT,11,Appartement ,17.0,1.0,2.37655,48.8594
2024-1202342,09/07/2024,"257000,00",RUE BICHAT,10, Dépendance,,0.0,2.36897,48.8706
2024-1211041,25/01/2024,"750000,00 €",SQ DESNOUETTES,15,Appartement,70.0,4.0,2.28411,48.83491
2024-1209924,20.12.2024,"45000,00 €",RUE COUSTOU,18,DÉPENDANCE,,0.0,2.33463,48.88378
2024-1199312,06/05/2024,"192500,00",RUE DU MONT CENIS,18,Appartement,22.0,1.0,2.34669,48.89626
2024-1214511,29/03/2024,"1698550,00 €",AV MOZART,16,Appartement,150.0,5.0,2.27133,48.85686
2024-1214239,12/03/2024,"145000,00",RUE DES VOLONTAIRES,15,Appartement ,19.0,1.0,2.30716,48.84199
2024-1213804,19.03.2024,"3450000,00",RUE DECAMPS,16,Local industriel. commercial ou assimilé,231.0,0.0,2.28248,48.86497
2024-1211095,12/01/2024,"18300,00",RUE DE LA QUINTINIE,15,Dépendance,,0.0,2.30307,48.8377
2024-1227391,10/12/2024,"1950000,00",RUE LAURENT PICHAT,16,APPARTEMENT,180.0,6.0,2.28301,48.87372
2024-1216223,30.04.2024,"243500,00",RUE GUTENBERG,15,Dépendance,,0.0,2.27982,48.8422
2024-1204379,22/08/2024,"525750,00",RUE GASTON AUGUET,18,Appartement ,64.0,3.0,2.35178,48.89355
2024-1205991,07.10.2024,"380000,00",RUE DOUDEAUVILLE,18,Dépendance,,0.0,2.35822,48.88873
2024-1205955,27/09/2024,"224000,00",RUE DU CHATEAU LANDON,10, Dépendance,,0.0,2.36435,48.88337
2024-1223705,19/09/2024,"584755,00",SQ TOLSTOI,16, Dépendance,,0.0,2.26042,48.85192
2024-1214846,28.03.2024,"543050,00",AV PARMENTIER,11,APPARTEMENT,54.0,2.0,2.37615,48.86422
2024-1201836,10/07/2024,"10000,00",RUE MARCADET,18, Appartement,30.0,1.0,2.34363,48.89149
2024-1205708,18/09/2024,"23900000,00",RUE DU COLISEE,8,APPARTEMENT,120.0,4.0,2.31149,48.87166
2024-1227486,12.12.2024,"580000,00",RUE DELAMBRE,14, Appartement,37.0,3.0,2.32648,48.84122
2024-1225494,23/10/2024,"1411230,00",SQ DE ROBIAC,7,DÉPENDANCE,,0.0,2.30465,48.85775
2024-1201796,14.06.2024,"10000,00",AV SIMON BOLIVAR,19,Local industriel. commercial ou assimilé ,40.0,0.0,2.3757,48.87575
2024-1224961,15.10.2024,"5600000,00 €",RUE SURCOUF,7,Appartement,24.0,2.0,2.30922,48.86076
2024-1220477,08.07.2024,"1705500,00",AV DE SEGUR,7, Appartement,143.0,4.0,2.30893,48.84982
2024-1219787,03.07.2024,"13000,00",RUE BOBILLOT,13,Dépendance,,0.0,2.35059,48.82648
2024-1228553,18/12/2024,"500000,00",BD DE GRENELLE,15,DÉPENDANCE,,0.0,2.29075,48.85186
2024-1215851,18.04.2024,"2869000,00",RUE MERIMEE,16,Dépendance ,,0.0,2.27964,48.8685
2024-1212213,12/02/2024,"211600,00",RUE FONDARY,15, Dépendance,,0.0,2.29802,48.84651
2024-1219068,26/06/2024,"420050,00",RUE MAUBLANC,15,APPARTEMENT,52.0,3.0,2.29981,48.83979
2024-1221127,23/07/2024,"71500,00",RUE DE LA FAISANDERIE,16,DÉPENDANCE,,0.0,2.27502,48.86669
2024-1195967,13/03/2024,"115000,00 €",RUE ERNESTINE,18, Appartement,14.0,1.0,2.35475,48.89016
2024-1215843,27.04.2024,"615000,00",BD VOLTAIRE,11,Local industriel. commercial ou assimilé ,73.0,0.0,2.37846,48.85854
2024-1210945,17/01/2024,"143800,00",BD DU TEMPLE,11,APPARTEMENT,16.0,1.0,2.36599,48.86486
2024-1217949,17/05/2024,"389150,00",RUE CAMPAGNE PREMIERE,14,APPARTEMENT,33.0,2.0,2.33189,48.83907
2024-1196238,01.03.2024,"272400,00",AV DE SAINT OUEN,18, Dépendance,,0.0,2.32928,48.89704
2024-1218523,24.05.2024,"250000,00",RUE DE L EPEE DE BOIS,5,DÉPENDANCE,,0.0,2.35044,48.84136
2024-1207062,18.10.2024,"625000,00",RUE DES MARAICHERS,20, Dépendance,,0.0,2.40816,48.84931
2024-1224615,08.10.2024,"905000,00",RUE DE CHARONNE,11, Appartement,92.0,3.0,2.38429,48.85392
2024-1205294,20/09/2024,"225000,00",RUE DE BAGNOLET,20,Dépendance ,,0.0,2.40569,48.86201
2024-1211474,29/01/2024,"360000,00",BD RICHARD LENOIR,11, Dépendance,,0.0,2.37264,48.85937
2024-1198829,03/05/2024,"373600,00",RUE DU FBG POISSONNIERE,10,Appartement ,31.0,2.0,2.34869,48.87458
2024-1214133,01/03/2024,"400000,00",RUE KELLER,11, Appartement,72.0,3.0,2.37578,48.85447
2024-1201221,26.06.2024,"551250,00",AV DES TERNES,17,Local industriel. commercial ou assimilé ,24.0,0.0,2.28981,48.88002
2024-1218950,28/05/2024,"500000,00",BD RICHARD LENOIR,11,Dépendance ,,0.0,2.37158,48.86077
2024-1198101,05/04/2024,"1281000,00",RUE LUCIEN SAMPAIX,10,DÉPENDANCE,,0.0,2.36229,48.87416
2024-1201473,25.06.2024,"231500,00",RUE BOUCRY,18,Local industriel. commercial ou assimilé,110.0,0.0,2.36116,48.89416
2024-1228688,17.12.2024,"400000,00",RUE BREZIN,14, Dépendance,,0.0,2.32674,48.83111
2024-1195106,15/02/2024,"464000,00",RUE D AVRON,20,APPARTEMENT,75.0,3.0,2.40264,48.85235
2024-1218027,22/05/2024,"849500,00",RUE LABROUSTE,15, Dépendance,,0.0,2.30945,48.83514
2024-1218830,19/06/2024,"460000,00",RUE DE VAUGIRARD,15,Dépendance,,0.0,2.29731,48.8379
2024-1193240,10/01/2024,"185000,00",RUE PAJOL,18,APPARTEMENT,30.0,1.0,,
2024-1212605,27/02/2024,"570000,00",RUE PIERRE LEROUX,7,Appartement,53.0,2.0,2.31958,48.84891
2024-1229309,28.12.2024,"100000,00",RUE DE MONTEVIDEO,16,Dépendance ,,0.0,2.27444,48.8676
2024-1196087,07/03/2024,"565000,00",RUE COMPANS,19,Appartement,53.0,3.0,2.38902,48.88071
2024-1212530,15/02/2024,"166000,00",RUE DE REIMS,13,Appartement ,17.0,1.0,2.37169,48.82891
2024-1209532,17.12.2024,"452000,00",RUE DES ORTEAUX,20,Dépendance ,,0.0,2.40343,48.85614
2024-1225745,14.10.2024,"120000,00",RUE DE PONTOISE,5,Dépendance ,,0.0,2.35259,48.8504
2024-1204703,06.09.2024,"945000,00 €",QUAI DE VALMY,10,Dépendance ,,0.0,2.36614,48.87899
2024-1201953,11/07/2024,"390000,00",RUE LEPIC,18, Dépendance,,0.0,2.33758,48.887
2024-1207805,19.11.2024,"479040,00 €",RUE ALBERT THOMAS,10,Dépendance ,,0.0,2.36288,48.86947
2024-1213266,12.03.2024,"265000,00",AV DU GENERAL LECLERC,14, Appartement,28.0,1.0,2.32729,48.82619
2024-1219068,26/06/2024,"420050,00",RUE MAUBLANC,15,DÉPENDANCE,,0.0,2.29981,48.83979
2024-1202295,25/06/2024,"752400,00 €",RUE LA FAYETTE,10,Appartement,84.0,4.0,2.35781,48.87977
2024-1214258,27/03/2024,"40500,00",RUE THIBOUMERY,15,Dépendance,,0.0,2.30546,48.83584
2024-1193934,30/01/2024,"1178900,00",RUE DES RIGOLES,20,Appartement ,111.0,3.0,2.39347,48.87178
2024-1228052,27.11.2024,"240000,00",RUE PIERRE LAROUSSE,14,Dépendance ,,0.0,2.31206,48.83067
2024-1223270,22/08/2024,"190000,00",RUE TRAVERSIERE,12,Local industriel. commercial ou assimilé ,18.0,0.0,2.3731,48.84721
2024-1205973,30.09.2024,"273630,00",RUE STEPHENSON,18,DÉPENDANCE,,0.0,2.35613,48.88897
2024-1206080,07.10.2024,"15000,00",RUE BAYARD,8, Appartement,42.0,2.0,2.30748,48.8657
2024-1197032,02.04.2024,"540000,00",RUE DE L OURCQ,19, Appartement,83.0,4.0,2.38058,48.8917
2024-1219292,21.06.2024,"280000,00",RUE LEON FROT,11,Appartement ,34.0,2.0,2.38561,48.85616
2024-1194798,02/02/2024,"298370,00 €",PAS COTTIN,18,APPARTEMENT,25.0,2.0,2.34587,48.88756
2024-1213261,05/03/2024,"263000,00",RUE DE BERCY,12, Dépendance,,0.0,2.37066,48.84498
2024-1207225,23.10.2024,"320000,00",RUE PELLEPORT,20,DÉPENDANCE,,0.0,2.39932,48.87147
2024-1224687,27/09/2024,"4000000,00 €",RUE DE LOURMEL,15,Local industriel. commercial ou assimilé,,0.0,2.2877,48.84556
2024-1219496,26.06.2024,"540000,00",RUE TALMA,16, Dépendance,,0.0,2.27583,48.8572
2024-1206682,17.10.2024,"60000,00 €",RUE COUSTOU,18,Dépendance,,0.0,2.33463,48.88378
2024-1203028,18/07/2024,"101000,00",AV CLAUDE VELLEFAUX,10,Appartement ,10.0,1.0,2.37066,48.87663
2024-1202370,04.07.2024,"116822,00",BD DAVOUT,20,Appartement,22.0,1.0,2.41101,48.84895
2024-1205070,23.09.2024,"60000,00",RUE REAUMUR,2,Dépendance ,,0.0,2.34561,48.86762
2024-1221113,04/07/2024,"450000,00",QUAI DES GRANDS AUGUSTINS,6,Dépendance,,0.0,2.34254,48.85437
2024-1211451,17.01.2024,"402550,00",IMP DU ROUET,14,APPARTEMENT,22.0,1.0,2.32503,48.82773
2024-1206183,02/10/2024,"758655,00",RUE DE MIROMESNIL,8,APPARTEMENT,69.0,3.0,2.31612,48.87572
2024-1199170,13.05.2024,"1098000,00",RUE DE LA ROCHEFOUCAULD,9, Appartement,96.0,4.0,2.33522,48.87968
2024-1210118,20/12/2024,"655000,00",RUE VIEILLE DU TEMPLE,4,Dépendance,,0.0,2.358,48.85734
2024-1217229,17.05.2024,"26000000,00",RUE DE MEDICIS,6, Appartement,8.0,1.0,2.33935,48.84891
2024-1194612,02/02/2024,"349320,00",RUE DU MONT CENIS,18, Appartement,47.0,2.0,2.34638,48.89683
2024-1209227,09.12.2024,"361111,12",RUE DE L OURCQ,19,Appartement ,66.0,3.0,2.37544,48.89344
2024-1211238,10.01.2024,"1875000,00",AV VICTOR HUGO,16,APPARTEMENT,73.0,2.0,2.28201,48.86852
2024-1203966,20.08.2024,"563700,00",RUE ETEX,18,Appartement,54.0,3.0,2.3282,48.89084
2024-1223344,28.08.2024,"248000,00",RUE DE L ARRIVEE,15, Local industriel. commercial ou assimilé,50.0,0.0,2.32158,48.84344
2024-1195033,22/02/2024,"24000,00",RUE DE DUNKERQUE,9,Dépendance,,0.0,2.34727,48.88159
2024-1227697,11.12.2024,"649911,00",RUE DE VAUGIRARD,15,DÉPENDANCE,,0.0,2.30064,48.839
2024-1222225,22.08.2024,"1620000,00",BD RICHARD LENOIR,11,APPARTEMENT,105.0,3.0,2.37166,48.86142
2024-1220422,11/07/2024,"433200,00",RUE DES BAUCHES,16,APPARTEMENT,44.0,1.0,2.27459,48.85532
2024-1221263,17.07.2024,"2730000,00",RUE BOISSIERE,16,Appartement ,223.0,7.0,2.2861,48.86898
2024-1206893,21.10.2024,"514000,00",BD DE CHARONNE,20, Appartement,58.0,3.0,2.3993,48.85025
2024-1218758,20/06/2024,"933830,00",RUE HERRAN,16,DÉPENDANCE,,0.0,2.28168,48.86539
2024-1203022,16/07/2024,"12490,00",RUE HENRI RIBIERE,19,DÉPENDANCE,,0.0,2.39463,48.87718
2024-1218534,24/05/2024,"502000,00",RUE PELEE,11, Dépendance,,0.0,2.36946,48.86015
2024-1196899,29/03/2024,"465200,00",RUE DES TROIS FRERES,18, Dépendance,,0.0,2.33946,48.88507
2024-1203990,27/08/2024,"305000,00",RUE D AUBERVILLIERS,19,Appartement,47.0,2.0,2.37073,48.89366
2024-1217586,03/06/2024,"23000000,00",RUE EUGENE LABICHE,16,Appartement ,26.0,1.0,2.27088,48.86238
2024-1218539,14.06.2024,"415000,00",AV PHILIPPE AUGUSTE,11,Dépendance,,0.0,2.39308,48.8535
2024-1223531,13.09.2024,"42500,00",RUE GIT-LE-COEUR,6,Appartement,28.0,2.0,2.34241,48.85369
2024-1220380,11.07.2024,"305500,00",RUE DE MADAGASCAR,12,Appartement ,28.0,2.0,2.39722,48.83524
2024-1202078,11.07.2024,"1263800,00",RUE BOUTAREL,4,Dépendance,,0.0,2.35412,48.85243
2024-1204012,02/08/2024,"393000,00",RUE POUCHET,17,Appartement,49.0,2.0,2.31877,48.89235
2024-1219031,17/06/2024,"750000,00",RUE VICTOR CONSIDERANT,14,Appartement,75.0,4.0,2.33146,48.83536
2024-1205406,01.10.2024,"429000,00 €",RUE DES MONTIBOEUFS,20,Dépendance ,,0.0,2.40525,48.86602
2024-1209538,26.12.2024,"62000,00 €",RUE D ARTOIS,8, Dépendance,,0.0,2.30811,48.87238
2024-1217855,07.06.2024,"1200000,00",SQ D URFE,16,Appartement,117.0,5.0,2.2587,48.84896
2024-1193501,09/01/2024,"395000,00",BD DE MAGENTA,10,Appartement ,43.0,2.0,2.35015,48.88215
2024-1219642,28/06/2024,"19000,00",RUE GUILLAUME BERTRAND,11,Dépendance,,0.0,2.38035,48.863
2024-1221071,02.07.2024,"451000,00",PAS BULLOURDE,11,Appartement,48.0,2.0,2.37645,48.85535
2024-1209140,09.12.2024,"43500000,00",RUE REAUMUR,2, Local industriel. commercial ou assimilé,137.0,0.0,2.342,48.8683
2024-1227507,06/12/2024,"506300,00",RUE BEZOUT,14,Dépendance,,0.0,2.32886,48.82872
2024-1210630,12/01/2024,"188000,00",RUE NATIONALE,13,DÉPENDANCE,,0.0,2.36722,48.82607
2024-1200250,30.05.2024,"740000,00",RUE DUPETIT-THOUARS,3,Dépendance,,0.0,2.36163,48.866
2024-1198304,30.04.2024,"208300,00 €",RUE DU TEMPLE,3,Appartement ,16.0,1.0,2.36163,48.866
2024-1210123,30/12/2024,"880000,00",RUE REBEVAL,19,Appartement ,87.0,4.0,2.37596,48.87374
2024-1196314,07/02/2024,"266500,00 €",RUE CAMBON,1,Appartement ,12.0,1.0,2.32574,48.86641
2024-1208657,09/12/2024,"487450,00",RUE CONDORCET,9,Appartement ,54.0,4.0,2.34481,48.87976
2024-1226269,08/11/2024,"1268540,00",RUE NOTRE-DAME DES CHAMPS,6,APPARTEMENT,83.0,4.0,2.33084,48.84352
2024-1195238,13.02.2024,"675000,00",RUE BOTZARIS,19,Dépendance ,,0.0,2.38149,48.87663
2024-1212402,26.02.2024,"180000,00 €",RUE DES TAILLANDIERS,11,Local industriel. commercial ou assimilé,12.0,0.0,2.37552,48.85345
2024-1223005,09/09/2024,"116000,00",RUE ALFRED BRUNEAU,16, Appartement,10.0,1.0,2.27718,48.85616
2024-1207327,07/11/2024,"638300,00",RUE DU POTEAU,18, Appartement,60.0,3.0,2.33988,48.89471
2024-1228915,19.12.2024,"35210000,00",AV VICTOR HUGO,16, Appartement,154.0,6.0,2.28371,48.86931
2024-1229358,27/12/2024,"154000,00",BD RICHARD LENOIR,11,Appartement,40.0,2.0,2.37281,48.86257
2024-1211336,18/01/2024,"240000,00",RUE DIDOT,14, Appartement,38.0,2.0,2.31944,48.83112
2024-1219331,19/06/2024,"362000,00",RUE RAYMOND LOSSERAND,14,Dépendance ,,0.0,2.31238,48.8306
2024-1203623,31.07.2024,"9000,00",RUE LAMARTINE,9,Dépendance ,,0.0,2.343,48.87684
2024-1218652,12/06/2024,"295000,00",RUE DES RECULETTES,13, Dépendance,,0.0,2.35127,48.8323
2024-1209624,13.12.2024,"1230,00",RUE SAINT-SAUVEUR,2, Appartement,65.0,3.0,2.34752,48.86644
2024-1209549,17/12/2024,"400000,00",RUE FROISSART,3, Appartement,46.0,2.0,2.36636,48.86164
2024-1223335,12/09/2024,"305000,00",RUE DE JAVEL,15,APPARTEMENT,35.0,1.0,2.28025,48.84728
2024-1208351,12/11/2024,"10000,00",RUE LEGENDRE,17,Appartement,24.0,2.0,2.31587,48.8849
2024-1218358,12/06/2024,"20000,00",RUE DE LA REINE BLANCHE,13,Dépendance ,,0.0,2.35423,48.83634
2024-1224739,10.10.2024,"840000,00",RUE DE LA FAISANDERIE,16, Dépendance,,0.0,2.27422,48.86577
2024-1200519,19.06.2024,"267400,00",RUE PELLEPORT,20,APPARTEMENT,30.0,1.0,2.39889,48.87169
2024-1205508,23.09.2024,"762100,00",RUE ARCHEREAU,19,Appartement ,64.0,3.0,2.37712,48.89243
2024-1226687,14.11.2024,"249000,00 €",VLA DES GOBELINS,13, Appartement,32.0,2.0,2.3532,48.8338
2024-1204280,03/09/2024,"39000,00",RUE DE TEHERAN,8,DÉPENDANCE,,0.0,2.31204,48.87609
2024-1202008,09/07/2024,"435000,00",RUE MARX DORMOY,18,APPARTEMENT,60.0,3.0,2.35911,48.88966
2024-1228032,11/12/2024,"671450,00",RUE DU FBG ST ANTOINE,11,Dépendance ,,0.0,2.37916,48.85095
2024-1208318,07/11/2024,"693000,00",RUE CARPEAUX,18, Appartement,79.0,3.0,2.3315,48.89126
2024-1213618,15.03.2024,"511850,00",RUE LACORDAIRE,15, Dépendance,,0.0,2.28186,48.84076
2024-1196191,08/03/2024,"15000,00 €",RUE SAINT-HONORE,1, Dépendance,,0.0,2.342,48.86182
2024-1203961,06.08.2024,"98000,00",RUE DU ROCHER,8,Dépendance ,,0.0,2.31954,48.87883
2024-1210722,15/01/2024,"3200000,00",RUE DE BERCY,12,Local industriel. commercial ou assimilé ,162.0,0.0,2.37216,48.84353
2024-1226333,04/11/2024,"645000,00",SQ DESAIX,15,DÉPENDANCE,,0.0,2.29142,48.85288
2024-1204032,26/08/2024,"380000,00",RUE D ORSEL,18, Dépendance,,0.0,2.34276,48.88383
2024-1226318,31/10/2024,"547551,00 €",RUE DE LA TOMBE ISSOIRE,14,Appartement ,52.0,3.0,2.33468,48.83173
2024-1222546,03.09.2024,"410000,00",RUE LACUEE,12, Appartement,36.0,2.0,2.36984,48.84923
2024-1207922,29/10/2024,"17500,00 €",RUE VERNIQUET,17,Appartement,9.0,1.0,2.30079,48.88763
2024-1199949,21/05/2024,"659300,00",RUE ORDENER,18,APPARTEMENT,58.0,3.0,2.3408,48.89337
2024-1211298,16/01/2024,"185000,00",RUE LEON FROT,11,Dépendance ,,0.0,2.38674,48.85574
2024-1204931,03.09.2024,"875000,00 €",RUE LEOPOLD BELLAN,2,Appartement,70.0,2.0,2.346,48.86629
2024-1200571,20.06.2024,"21250000,00",RUE BARBETTE,3,Dépendance,,0.0,2.36134,48.85912
2024-1216291,24/04/2024,"550000,00",AV DAUMESNIL,12,APPARTEMENT,75.0,3.0,2.3969,48.83862
2024-1212643,16.02.2024,"730000,00",AV FELIX FAURE,15,Dépendance ,,0.0,2.28105,48.83911
2024-1195075,31.01.2024,"19000,00",RUE DE PARADIS,10,Dépendance,,0.0,2.3524,48.87546
2024-1210280,19/12/2024,"386000,00",RUE DES PYRENEES,20,Dépendance ,,0.0,2.40001,48.86093
2024-1223424,20.09.2024,"457000,00 €",RUE MIRABEAU,16,Appartement ,85.0,3.0,2.2711,48.84688
2024-1194024,24/01/2024,"2600000,00",RUE LEGOUVE,10,DÉPENDANCE,,0.0,2.36211,48.8727
2024-1213635,27/02/2024,"463000,00",RUE DE CROULEBARBE,13, Dépendance,,0.0,2.34908,48.83104
2024-1215788,10/04/2024,"1305600,00",RUE LAURISTON,16, Appartement,110.0,5.0,2.29114,48.87086
2024-1219120,19/04/2024,"40000,00",RUE OBERKAMPF,11,Appartement ,26.0,2.0,2.37451,48.86479
2024-1208963,12/12/2024,"5535000,00",RUE EUGENIE LEGRAND,20, Appartement,30.0,1.0,2.39917,48.86186
2024-1195853,27/02/2024,"185000,00 €",RUE BICHAT,10,APPARTEMENT,48.0,1.0,2.36807,48.87112
2024-1217274,30.05.2024,"375000,00",RUE DE CHARENTON,12,Local industriel. commercial ou assimilé,50.0,0.0,2.38358,48.84434
2024-1212794,27.02.2024,"157000,00 €",RUE DE LOURMEL,15,Dépendance ,,0.0,2.28258,48.83797
2024-1211656,01.02.2024,"352000,00 €",AV RAPP,7,Appartement,25.0,1.0,2.30154,48.86009
2024-1212092,06.02.2024,"563900,00",RUE SEXTIUS MICHEL,15,Dépendance ,,0.0,2.2889,48.85092
2024-1195047,12/02/2024,"21415000,00 €",RUE DES ARCHIVES,4,Appartement ,126.0,3.0,2.35439,48.85804
2024-1198519,02/05/2024,"600000,00",BD BARBES,18,Local industriel. commercial ou assimilé,87.0,0.0,2.35008,48.89015
2024-1228860,20.12.2024,"120000,00",RUE BELLIER DEDOUVRE,13, Appartement,18.0,1.0,2.35043,48.82447
2024-1207553,17.10.2024,"263500,00",CITE DES FLEURS,17,Appartement,15.0,1.0,2.32064,48.89276
2024-1216127,16/04/2024,"550000,00",RUE DE SEVRES,6,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,50.0,0.0,2.3179,48.84672
2024-1202533,22/07/2024,"704500,00",RUE DU CHATEAU D EAU,10, Appartement,70.0,4.0,2.35471,48.87286
2024-1208825,29.11.2024,"815000,00",RUE BEUDANT,17,Dépendance,,0.0,2.31873,48.88274
